,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,weekend,day,month,year
692,"13,078",Detroit Tigers,1,10,4, 3:18,"Day Game, on grass",Chicago White Sox,0,13,7, 1:50 p.m. , U.S. Cellular Field,Wednesday,7,September, 2016
693,"17,161",Atlanta Braves,2,11,7, 3:38,"Night Game, on grass",Washington Nationals,0,12,9, 7:06 p.m. , Nationals Park,Tuesday,6,September, 2016
694,"12,207",Baltimore Orioles,1,14,11, 3:08,"Night Game, on turf",Tampa Bay Rays,1,8,2, 7:10 p.m. , Tropicana Field,Tuesday,6,September, 2016
695,"14,615",Texas Rangers,2,15,10, 3:44,"Night Game, on grass",Seattle Mariners,1,12,7, 7:10 p.m. , Safeco Field,Tuesday,6,September, 2016
696,"30,644",Boston Red Sox,0,10,5, 3:04,"Night Game, on grass",San Diego Padres,0,9,1, 7:10 p.m. , Petco Park,Tuesday,6,September, 2016
697,"20,369",St. Louis Cardinals,2,15,9, 3:36,"Night Game, on grass",Pittsburgh Pirates,0,12,7, 7:06 p.m. , PNC Park,Tuesday,6,September, 2016
698,"12,298",Los Angeles Angels of Anaheim,0,5,2, 2:14,"Night Game, on grass",Oakland Athletics,1,4,3, 7:07 p.m. , Oakland-Alameda County Coliseum,Tuesday,6,September, 2016
699,"27,532",Toronto Blue Jays,1,11,6, 3:21,"Night Game, on grass",New York Yankees,0,7,7, 7:08 p.m. , Yankee Stadium III,Tuesday,6,September, 2016
700,"22,194",Kansas City Royals,0,10,10, 3:07,"Night Game, on grass",Minnesota Twins,1,8,3, 7:10 p.m. , Target Field,Tuesday,6,September, 2016
701,"32,888",Chicago Cubs,2,8,5, 2:49,"Night Game, on grass",Milwaukee Brewers,0,16,12, 7:10 p.m. , Miller Park,Tuesday,6,September, 2016
702,"16,169",Philadelphia Phillies,1,10,4, 3:00,"Night Game, on grass",Miami Marlins,0,7,3, 7:12 p.m. , Marlins Park,Tuesday,6,September, 2016
703,"42,457",Arizona Diamondbacks,0,4,2, 2:49,"Night Game, on grass",Los Angeles Dodgers,0,11,5, 7:10 p.m. , Dodger Stadium,Tuesday,6,September, 2016
704,"22,437",San Francisco Giants,0,8,3, 3:02,"Night Game, on grass",Colorado Rockies,1,4,2, 6:42 p.m. , Coors Field,Tuesday,6,September, 2016
705,"11,023",Houston Astros,1,7,4, 3:03,"Night Game, on grass",Cleveland Indians,0,7,3, 7:11 p.m. , Progressive Field,Tuesday,6,September, 2016
706,"13,359",New York Mets,1,8,5, 3:08,"Night Game, on grass",Cincinnati Reds,1,5,3, 7:11 p.m. , Great American Ball Park,Tuesday,6,September, 2016
707,"15,155",Detroit Tigers,0,7,0, 2:54,"Night Game, on grass",Chicago White Sox,0,8,2, 7:11 p.m. , U.S. Cellular Field,Tuesday,6,September, 2016
708,"26,005",Atlanta Braves,0,11,4, 2:59,"Day Game, on grass",Washington Nationals,2,9,6, 4:06 p.m. , Nationals Park,Monday,5,September, 2016
709,"12,256",Baltimore Orioles,0,9,7, 2:35,"Day Game, on turf",Tampa Bay Rays,1,2,3, 1:11 p.m. , Tropicana Field,Monday,5,September, 2016
710,"23,618",Texas Rangers,0,7,6, 3:32,"Day Game, on grass",Seattle Mariners,0,14,14, 1:10 p.m. , Safeco Field,Monday,5,September, 2016
711,"40,446",Boston Red Sox,0,7,1, 3:01,"Day Game, on grass",San Diego Padres,0,6,2, 1:42 p.m. , Petco Park,Monday,5,September, 2016
712,"26,297",St. Louis Cardinals,0,14,12, 3:25,"Day Game, on grass",Pittsburgh Pirates,2,12,6, 4:09 p.m. , PNC Park,Monday,5,September, 2016
713,"18,149",Los Angeles Angels of Anaheim,0,14,10, 3:44,"Day Game, on grass",Oakland Athletics,2,11,7, 1:07 p.m. , Oakland-Alameda County Coliseum,Monday,5,September, 2016
714,"42,141",Toronto Blue Jays,0,8,3, 2:49,"Day Game, on grass",New York Yankees,0,8,5, 1:10 p.m. , Yankee Stadium III,Monday,5,September, 2016
715,"20,992",Kansas City Royals,0,16,11, 3:24,"Day Game, on grass",Minnesota Twins,1,12,5, 1:10 p.m. , Target Field,Monday,5,September, 2016
716,"43,662",Chicago Cubs,0,10,7, 2:51,"Day Game, on grass",Milwaukee Brewers,2,6,2, 12:11 p.m. , Miller Park,Monday,5,September, 2016
717,"20,849",Philadelphia Phillies,0,8,6, 2:54,"Day Game, on grass",Miami Marlins,3,6,2, 1:11 p.m. , Marlins Park,Monday,5,September, 2016
718,"41,820",Arizona Diamondbacks,0,4,2, 3:12,"Night Game, on grass",Los Angeles Dodgers,0,11,10, 5:11 p.m. , Dodger Stadium,Monday,5,September, 2016
719,"26,574",San Francisco Giants,0,2,0, 2:24,"Day Game, on grass",Colorado Rockies,0,6,6, 2:11 p.m. , Coors Field,Monday,5,September, 2016
720,"18,169",New York Mets,0,10,5, 3:05,"Day Game, on grass",Cincinnati Reds,0,8,0, 1:10 p.m. , Great American Ball Park,Monday,5,September, 2016
721,"18,653",Detroit Tigers,0,9,5, 3:56,"Day Game, on grass",Chicago White Sox,1,10,3, 3:11 p.m. , U.S. Cellular Field,Monday,5,September, 2016
722,"46,025",Houston Astros,0,11,7, 3:22,"Day Game, on grass",Texas Rangers,1,11,6, 2:08 p.m. , Globe Life Park in Arlington,Sunday,4,September, 2016
723,"13,884",Toronto Blue Jays,0,10,5, 3:18,"Day Game, on turf",Tampa Bay Rays,0,8,3, 1:11 p.m. , Tropicana Field,Sunday,4,September, 2016
724,"24,033",Los Angeles Angels of Anaheim,0,10,4, 3:00,"Day Game, on grass",Seattle Mariners,0,8,2, 1:10 p.m. , Safeco Field,Sunday,4,September, 2016
725,"25,318",Milwaukee Brewers,0,11,10, 3:10,"Day Game, on grass",Pittsburgh Pirates,2,6,0, 1:38 p.m. , PNC Park,Sunday,4,September, 2016
726,"21,322",Atlanta Braves,0,8,2, 3:14,"Day Game, on grass",Philadelphia Phillies,0,5,0, 1:38 p.m. , Citizens Bank Park,Sunday,4,September, 2016
727,"25,139",Boston Red Sox,2,6,0, 2:39,"Day Game, on grass",Oakland Athletics,1,2,1, 1:07 p.m. , Oakland-Alameda County Coliseum,Sunday,4,September, 2016
728,"30,257",Washington Nationals,0,9,1, 2:59,"Night Game, on grass",New York Mets,0,9,5, 8:08 p.m. , Citi Field,Sunday,4,September, 2016
729,"22,595",Chicago White Sox,0,16,13, 4:46,"Day Game, on grass",Minnesota Twins,3,18,11, 1:11 p.m. , Target Field,Sunday,4,September, 2016
730,"46,441",San Diego Padres,0,7,4, 3:09,"Day Game, on grass",Los Angeles Dodgers,1,9,7, 1:10 p.m. , Dodger Stadium,Sunday,4,September, 2016
731,"34,616",Detroit Tigers,0,13,6, 3:19,"Day Game, on grass",Kansas City Royals,0,7,5, 1:17 p.m. , Kauffman Stadium,Sunday,4,September, 2016
732,"31,981",Arizona Diamondbacks,1,10,8, 3:20,"Day Game, on grass",Colorado Rockies,0,11,5, 2:10 p.m. , Coors Field,Sunday,4,September, 2016
733,"25,910",Miami Marlins,0,11,5, 3:43,"Day Game, on grass",Cleveland Indians,2,10,6, 4:11 p.m. , Progressive Field,Sunday,4,September, 2016
734,"26,985",St. Louis Cardinals,0,5,5, 2:56,"Day Game, on grass",Cincinnati Reds,2,11,2, 1:11 p.m. , Great American Ball Park,Sunday,4,September, 2016
735,"41,293",San Francisco Giants,0,4,2, 4:23,"Day Game, on grass",Chicago Cubs,1,10,3, 1:22 p.m. , Wrigley Field,Sunday,4,September, 2016
736,"31,161",New York Yankees,0,7,5, 3:17,"Day Game, on grass",Baltimore Orioles,1,6,2, 1:38 p.m. , Oriole Park at Camden Yards,Sunday,4,September, 2016
737,"35,538",Houston Astros,0,11,4, 3:27,"Day Game, on grass",Texas Rangers,0,16,12, 3:09 p.m. , Globe Life Park in Arlington,Saturday,3,September, 2016
738,"14,353",Toronto Blue Jays,0,6,5, 3:06,"Night Game, on turf",Tampa Bay Rays,0,13,7, 6:10 p.m. , Tropicana Field,Saturday,3,September, 2016
739,"20,357",Los Angeles Angels of Anaheim,0,15,10, 2:54,"Night Game, on grass",Seattle Mariners,1,9,3, 6:10 p.m. , Safeco Field,Saturday,3,September, 2016
740,"26,637",Milwaukee Brewers,1,14,7, 3:45,"Night Game, on grass",Pittsburgh Pirates,0,9,4, 7:07 p.m. , PNC Park,Saturday,3,September, 2016
741,"19,453",Atlanta Braves,1,9,6, 3:27,"Night Game, on grass",Philadelphia Phillies,2,6,4, 7:06 p.m. , Citizens Bank Park,Saturday,3,September, 2016
742,"30,045",Boston Red Sox,0,17,11, 3:00,"Night Game, on grass",Oakland Athletics,2,5,2, 6:07 p.m. , Oakland-Alameda County Coliseum,Saturday,3,September, 2016
743,"36,118",Washington Nationals,0,7,1, 3:13,"Night Game, on grass",New York Mets,1,6,3, 7:11 p.m. , Citi Field,Saturday,3,September, 2016
744,"22,274",Chicago White Sox,1,4,3, 3:12,"Night Game, on grass",Minnesota Twins,0,12,11, 6:11 p.m. , Target Field,Saturday,3,September, 2016
745,"47,590",San Diego Padres,0,4,1, 2:35,"Night Game, on grass",Los Angeles Dodgers,0,9,5, 6:09 p.m. , Dodger Stadium,Saturday,3,September, 2016
746,"39,757",Detroit Tigers,0,9,2, 3:14,"Night Game, on grass",Kansas City Royals,0,9,5, 6:15 p.m. , Kauffman Stadium,Saturday,3,September, 2016
747,"30,280",Arizona Diamondbacks,1,14,9, 3:11,"Night Game, on grass",Colorado Rockies,0,10,4, 6:10 p.m. , Coors Field,Saturday,3,September, 2016
748,"27,483",Miami Marlins,3,4,3, 2:38,"Night Game, on grass",Cleveland Indians,0,12,8, 7:10 p.m. , Progressive Field,Saturday,3,September, 2016
749,"31,118",St. Louis Cardinals,1,5,1, 3:10,"Day Game, on grass",Cincinnati Reds,1,12,9, 4:10 p.m. , Great American Ball Park,Saturday,3,September, 2016
750,"41,250",San Francisco Giants,1,4,3, 3:13,"Day Game, on grass",Chicago Cubs,1,7,2, 1:22 p.m. , Wrigley Field,Saturday,3,September, 2016
751,"30,855",New York Yankees,1,4,0, 3:02,"Night Game, on grass",Baltimore Orioles,0,8,2, 7:06 p.m. , Oriole Park at Camden Yards,Saturday,3,September, 2016
752,"35,102",Houston Astros,1,7,8, 3:15,"Night Game, on grass",Texas Rangers,1,13,10, 7:08 p.m. , Globe Life Park in Arlington,Friday,2,September, 2016
753,"40,818",San Francisco Giants,0,3,1, 2:37,"Day Game, on grass",Chicago Cubs,0,5,2, 1:21 p.m. , Wrigley Field,Friday,2,September, 2016
754,"24,226",New York Yankees,0,2,0, 2:52,"Night Game, on grass",Baltimore Orioles,0,10,8, 7:08 p.m. , Oriole Park at Camden Yards,Friday,2,September, 2016
755,"29,330",Miami Marlins,1,10,6, 3:25,"Night Game, on grass",New York Mets,0,9,4, 7:10 p.m. , Citi Field,Thursday,1,September, 2016
756,"20,329",Chicago White Sox,0,15,5, 3:13,"Night Game, on grass",Minnesota Twins,0,9,8, 7:10 p.m. , Target Field,Thursday,1,September, 2016
757,"38,536",San Francisco Giants,0,3,4, 2:54,"Night Game, on grass",Chicago Cubs,1,8,5, 7:06 p.m. , Wrigley Field,Thursday,1,September, 2016
758,"22,253",San Diego Padres,0,8,6, 2:48,"Day Game, on grass",Atlanta Braves,0,11,9, 12:11 p.m. , Turner Field,Thursday,1,September, 2016
759,"21,309",Seattle Mariners,0,8,1, 3:01,"Day Game, on grass",Texas Rangers,1,12,14, 1:08 p.m. , Globe Life Park in Arlington,Wednesday,31,August, 2016
760,"41,447",Arizona Diamondbacks,0,9,2, 3:33,"Day Game, on grass",San Francisco Giants,0,9,4, 12:45 p.m. , AT&T Park,Wednesday,31,August, 2016
761,"16,503",Washington Nationals,0,6,2, 2:50,"Night Game, on grass",Philadelphia Phillies,1,2,1, 7:08 p.m. , Citizens Bank Park,Wednesday,31,August, 2016
762,"33,471",Miami Marlins,0,7,2, 2:46,"Night Game, on grass",New York Mets,3,9,5, 7:10 p.m. , Citi Field,Wednesday,31,August, 2016
763,"17,645",St. Louis Cardinals,0,3,1, 2:33,"Night Game, on grass",Milwaukee Brewers,1,4,3, 7:11 p.m. , Miller Park,Wednesday,31,August, 2016
764,"22,615",New York Yankees,1,11,5, 4:19,"Night Game, on grass",Kansas City Royals,2,6,4, 7:16 p.m. , Kauffman Stadium,Wednesday,31,August, 2016
765,"20,033",Oakland Athletics,0,8,3, 2:43,"Day Game, on grass",Houston Astros,1,6,4, 1:11 p.m. , Minute Maid Park,Wednesday,31,August, 2016
766,"32,465",Chicago White Sox,0,4,2, 2:46,"Day Game, on grass",Detroit Tigers,0,9,3, 1:10 p.m. , Comerica Park,Wednesday,31,August, 2016
767,"22,683",Los Angeles Dodgers,2,10,10, 3:36,"Night Game, on grass",Colorado Rockies,1,12,8, 6:10 p.m. , Coors Field,Wednesday,31,August, 2016
768,"24,790",Los Angeles Dodgers,0,6,0, 2:55,"Day Game, on grass",Colorado Rockies,0,14,7, 1:12 p.m. , Coors Field,Wednesday,31,August, 2016
769,"11,811",Minnesota Twins,0,8,4, 2:45,"Night Game, on grass",Cleveland Indians,0,12,8, 7:11 p.m. , Progressive Field,Wednesday,31,August, 2016
770,"38,137",Pittsburgh Pirates,0,9,5, 3:48,"Night Game, on grass",Chicago Cubs,2,8,6, 7:09 p.m. , Wrigley Field,Wednesday,31,August, 2016
771,"36,786",Tampa Bay Rays,0,12,6, 3:10,"Day Game, on grass",Boston Red Sox,0,12,8, 1:36 p.m. , Fenway Park,Wednesday,31,August, 2016
772,"16,161",Toronto Blue Jays,1,9,5, 3:12,"Night Game, on grass",Baltimore Orioles,0,8,3, 7:08 p.m. , Oriole Park at Camden Yards,Wednesday,31,August, 2016
773,"20,899",San Diego Padres,1,5,1, 3:22,"Night Game, on grass",Atlanta Braves,0,12,8, 7:11 p.m. , Turner Field,Wednesday,31,August, 2016
774,"34,215",Cincinnati Reds,0,4,0, 2:10,"Day Game, on grass",Los Angeles Angels of Anaheim,2,7,3, 4:08 p.m. , Angel Stadium of Anaheim,Wednesday,31,August, 2016
775,"26,950",Seattle Mariners,3,11,7, 3:23,"Night Game, on grass",Texas Rangers,1,15,8, 7:08 p.m. , Globe Life Park in Arlington,Tuesday,30,August, 2016
776,"41,443",Arizona Diamondbacks,1,7,4, 3:18,"Night Game, on grass",San Francisco Giants,0,8,3, 7:16 p.m. , AT&T Park,Tuesday,30,August, 2016
777,"16,378",Washington Nationals,0,7,3, 2:42,"Night Game, on grass",Philadelphia Phillies,0,3,2, 7:07 p.m. , Citizens Bank Park,Tuesday,30,August, 2016
778,"32,634",Miami Marlins,0,9,4, 3:04,"Night Game, on grass",New York Mets,0,13,7, 7:11 p.m. , Citi Field,Tuesday,30,August, 2016
779,"22,918",St. Louis Cardinals,0,7,2, 3:08,"Night Game, on grass",Milwaukee Brewers,0,5,1, 7:11 p.m. , Miller Park,Tuesday,30,August, 2016
780,"22,895",New York Yankees,2,14,5, 4:07,"Night Game, on grass",Kansas City Royals,0,7,4, 7:16 p.m. , Kauffman Stadium,Tuesday,30,August, 2016
781,"23,114",Oakland Athletics,1,5,1, 2:28,"Night Game, on grass",Houston Astros,1,5,3, 7:11 p.m. , Minute Maid Park,Tuesday,30,August, 2016
782,"27,121",Chicago White Sox,2,9,4, 3:13,"Night Game, on grass",Detroit Tigers,0,11,8, 7:10 p.m. , Comerica Park,Tuesday,30,August, 2016
783,"11,937",Minnesota Twins,0,10,4, 3:10,"Night Game, on grass",Cleveland Indians,1,9,5, 7:10 p.m. , Progressive Field,Tuesday,30,August, 2016
784,"38,174",Pittsburgh Pirates,0,4,0, 2:36,"Night Game, on grass",Chicago Cubs,0,5,3, 7:06 p.m. , Wrigley Field,Tuesday,30,August, 2016
785,"37,083",Tampa Bay Rays,0,8,4, 3:11,"Night Game, on grass",Boston Red Sox,0,6,3, 7:11 p.m. , Fenway Park,Tuesday,30,August, 2016
786,"16,083",Toronto Blue Jays,0,7,3, 2:34,"Night Game, on grass",Baltimore Orioles,1,7,5, 7:07 p.m. , Oriole Park at Camden Yards,Tuesday,30,August, 2016
787,"20,309",San Diego Padres,0,7,3, 2:55,"Night Game, on grass",Atlanta Braves,0,12,7, 7:12 p.m. , Turner Field,Tuesday,30,August, 2016
788,"33,042",Cincinnati Reds,0,11,2, 2:56,"Night Game, on grass",Los Angeles Angels of Anaheim,0,10,4, 7:08 p.m. , Angel Stadium of Anaheim,Tuesday,30,August, 2016
789,"22,972",Seattle Mariners,1,7,3, 3:18,"Night Game, on grass",Texas Rangers,0,8,6, 7:09 p.m. , Globe Life Park in Arlington,Monday,29,August, 2016
790,"16,056",Washington Nationals,0,9,4, 2:58,"Night Game, on grass",Philadelphia Phillies,1,4,0, 7:06 p.m. , Citizens Bank Park,Monday,29,August, 2016
791,"32,188",Miami Marlins,0,5,1, 3:30,"Night Game, on grass",New York Mets,0,7,2, 7:12 p.m. , Citi Field,Monday,29,August, 2016
792,"18,663",St. Louis Cardinals,1,11,6, 3:24,"Night Game, on grass",Milwaukee Brewers,2,8,5, 6:20 p.m. , Miller Park,Monday,29,August, 2016
793,"22,859",New York Yankees,0,9,5, 3:17,"Night Game, on grass",Kansas City Royals,1,11,8, 7:17 p.m. , Kauffman Stadium,Monday,29,August, 2016
794,"18,613",Oakland Athletics,2,4,0, 2:45,"Night Game, on grass",Houston Astros,0,8,6, 7:11 p.m. , Minute Maid Park,Monday,29,August, 2016
795,"27,201",Chicago White Sox,1,9,3, 3:20,"Night Game, on grass",Detroit Tigers,0,7,4, 7:10 p.m. , Comerica Park,Monday,29,August, 2016
796,"24,308",Los Angeles Dodgers,0,5,1, 3:36,"Night Game, on grass",Colorado Rockies,1,12,8, 6:41 p.m. , Coors Field,Monday,29,August, 2016
797,"11,327",Minnesota Twins,1,9,0, 3:19,"Night Game, on grass",Cleveland Indians,0,8,1, 7:10 p.m. , Progressive Field,Monday,29,August, 2016
798,"38,951",Pittsburgh Pirates,1,13,7, 5:03,"Night Game, on grass",Chicago Cubs,2,17,8, 7:07 p.m. , Wrigley Field,Monday,29,August, 2016
799,"36,948",Tampa Bay Rays,0,9,4, 3:11,"Night Game, on grass",Boston Red Sox,0,14,9, 7:10 p.m. , Fenway Park,Monday,29,August, 2016
800,"15,532",Toronto Blue Jays,0,7,5, 2:35,"Night Game, on grass",Baltimore Orioles,0,4,1, 7:07 p.m. , Oriole Park at Camden Yards,Monday,29,August, 2016
801,"34,161",Cincinnati Reds,0,8,2, 2:51,"Night Game, on grass",Los Angeles Angels of Anaheim,0,14,9, 7:08 p.m. , Angel Stadium of Anaheim,Monday,29,August, 2016
802,"28,124",Colorado Rockies,1,10,5, 2:52,"Day Game, on grass",Washington Nationals,0,6,3, 1:36 p.m. , Nationals Park,Sunday,28,August, 2016
803,"47,444",Minnesota Twins,1,10,6, 3:00,"Day Game, on turf",Toronto Blue Jays,1,13,9, 1:08 p.m. , Rogers Centre,Sunday,28,August, 2016
804,"35,225",Cleveland Indians,1,6,1, 2:43,"Day Game, on grass",Texas Rangers,0,5,2, 2:07 p.m. , Globe Life Park in Arlington,Sunday,28,August, 2016
805,"42,239",Oakland Athletics,0,9,7, 2:43,"Day Game, on grass",St. Louis Cardinals,2,8,4, 1:15 p.m. , Busch Stadium III,Sunday,28,August, 2016
806,"41,675",Atlanta Braves,0,6,4, 3:13,"Day Game, on grass",San Francisco Giants,0,18,13, 1:05 p.m. , AT&T Park,Sunday,28,August, 2016
807,"32,033",Philadelphia Phillies,1,8,5, 3:08,"Day Game, on grass",New York Mets,0,7,1, 1:11 p.m. , Citi Field,Sunday,28,August, 2016
808,"37,583",Pittsburgh Pirates,0,7,3, 2:39,"Day Game, on grass",Milwaukee Brewers,0,5,1, 1:10 p.m. , Miller Park,Sunday,28,August, 2016
809,"19,883",San Diego Padres,0,8,3, 2:36,"Day Game, on grass",Miami Marlins,0,6,1, 1:11 p.m. , Marlins Park,Sunday,28,August, 2016
810,"44,745",Chicago Cubs,2,4,0, 3:08,"Day Game, on grass",Los Angeles Dodgers,0,4,1, 1:10 p.m. , Dodger Stadium,Sunday,28,August, 2016
811,"37,484",Tampa Bay Rays,1,15,10, 3:14,"Day Game, on grass",Houston Astros,2,7,4, 1:11 p.m. , Minute Maid Park,Sunday,28,August, 2016
812,"28,220",Los Angeles Angels of Anaheim,0,11,5, 3:09,"Day Game, on grass",Detroit Tigers,0,4,0, 1:10 p.m. , Comerica Park,Sunday,28,August, 2016
813,"25,538",Seattle Mariners,0,7,1, 2:30,"Day Game, on grass",Chicago White Sox,0,5,4, 1:11 p.m. , U.S. Cellular Field,Sunday,28,August, 2016
814,"37,337",Kansas City Royals,1,10,10, 3:25,"Night Game, on grass",Boston Red Sox,1,9,4, 8:09 p.m. , Fenway Park,Sunday,28,August, 2016
815,"22,624",Cincinnati Reds,1,5,2, 2:57,"Day Game, on grass",Arizona Diamondbacks,0,18,11, 1:11 p.m. , Chase Field,Sunday,28,August, 2016
816,"27,901",Colorado Rockies,0,16,9, 4:49,"Day Game, on grass",Washington Nationals,2,12,4, 1:05 p.m. , Nationals Park,Saturday,27,August, 2016
817,"47,485",Minnesota Twins,1,11,7, 3:06,"Day Game, on turf",Toronto Blue Jays,0,10,8, 1:08 p.m. , Rogers Centre,Saturday,27,August, 2016
818,"44,944",Cleveland Indians,1,7,0, 2:57,"Night Game, on grass",Texas Rangers,1,10,7, 7:07 p.m. , Globe Life Park in Arlington,Saturday,27,August, 2016
819,"41,607",Oakland Athletics,1,4,3, 2:52,"Night Game, on grass",St. Louis Cardinals,0,6,2, 6:15 p.m. , Busch Stadium III,Saturday,27,August, 2016
820,"41,635",Atlanta Braves,0,7,3, 2:34,"Night Game, on grass",San Francisco Giants,0,5,1, 6:05 p.m. , AT&T Park,Saturday,27,August, 2016
821,"35,832",Philadelphia Phillies,0,3,1, 3:07,"Night Game, on grass",New York Mets,0,13,12, 7:11 p.m. , Citi Field,Saturday,27,August, 2016
822,"38,843",Baltimore Orioles,0,12,5, 3:29,"Day Game, on grass",New York Yankees,0,18,13, 1:08 p.m. , Yankee Stadium III,Saturday,27,August, 2016
823,"35,925",Pittsburgh Pirates,0,12,9, 3:21,"Night Game, on grass",Milwaukee Brewers,1,11,6, 6:10 p.m. , Miller Park,Saturday,27,August, 2016
824,"20,007",San Diego Padres,0,7,1, 3:11,"Night Game, on grass",Miami Marlins,1,9,0, 7:12 p.m. , Marlins Park,Saturday,27,August, 2016
825,"49,522",Chicago Cubs,0,8,2, 3:08,"Day Game, on grass",Los Angeles Dodgers,1,6,3, 1:07 p.m. , Dodger Stadium,Saturday,27,August, 2016
826,"36,544",Tampa Bay Rays,1,9,2, 2:58,"Night Game, on grass",Houston Astros,2,12,6, 6:11 p.m. , Minute Maid Park,Saturday,27,August, 2016
827,"33,115",Los Angeles Angels of Anaheim,0,8,3, 3:17,"Night Game, on grass",Detroit Tigers,0,8,2, 7:10 p.m. , Comerica Park,Saturday,27,August, 2016
828,"27,318",Seattle Mariners,0,7,3, 2:51,"Night Game, on grass",Chicago White Sox,0,15,9, 6:11 p.m. , U.S. Cellular Field,Saturday,27,August, 2016
829,"37,933",Kansas City Royals,1,6,3, 3:03,"Night Game, on grass",Boston Red Sox,0,12,8, 7:10 p.m. , Fenway Park,Saturday,27,August, 2016
830,"34,395",Cincinnati Reds,0,16,13, 2:32,"Night Game, on grass",Arizona Diamondbacks,1,4,0, 5:10 p.m. , Chase Field,Saturday,27,August, 2016
831,"33,433",Colorado Rockies,3,6,5, 3:04,"Night Game, on grass",Washington Nationals,0,10,8, 7:07 p.m. , Nationals Park,Friday,26,August, 2016
832,"42,534",Minnesota Twins,2,9,8, 3:11,"Night Game, on turf",Toronto Blue Jays,1,15,15, 7:08 p.m. , Rogers Centre,Friday,26,August, 2016
833,"31,853",Cleveland Indians,0,17,12, 3:17,"Night Game, on grass",Texas Rangers,0,6,1, 7:07 p.m. , Globe Life Park in Arlington,Friday,26,August, 2016
834,"40,221",Oakland Athletics,0,5,1, 2:26,"Night Game, on grass",St. Louis Cardinals,0,6,3, 7:16 p.m. , Busch Stadium III,Friday,26,August, 2016
835,"41,283",Atlanta Braves,3,7,0, 2:51,"Night Game, on grass",San Francisco Giants,0,10,7, 7:16 p.m. , AT&T Park,Friday,26,August, 2016
836,"31,111",Philadelphia Phillies,0,7,4, 2:56,"Night Game, on grass",New York Mets,0,11,9, 7:10 p.m. , Citi Field,Friday,26,August, 2016
837,"38,423",Baltimore Orioles,3,7,4, 2:51,"Night Game, on grass",New York Yankees,1,18,14, 7:08 p.m. , Yankee Stadium III,Friday,26,August, 2016
838,"40,023",New York Mets,1,15,10, 3:28,"Night Game, on grass",St. Louis Cardinals,2,11,6, 6:16 p.m. , Busch Stadium III,Thursday,25,August, 2016
839,"26,437",Detroit Tigers,0,11,8, 2:49,"Day Game, on grass",Minnesota Twins,1,9,5, 12:10 p.m. , Target Field,Thursday,25,August, 2016
840,"20,296",Pittsburgh Pirates,0,7,3, 3:20,"Night Game, on grass",Milwaukee Brewers,1,5,2, 7:10 p.m. , Miller Park,Thursday,25,August, 2016
841,"19,045",Kansas City Royals,3,8,5, 3:13,"Night Game, on grass",Miami Marlins,3,8,2, 7:12 p.m. , Marlins Park,Thursday,25,August, 2016
842,"53,297",San Francisco Giants,0,8,4, 3:02,"Night Game, on grass",Los Angeles Dodgers,1,1,0, 7:11 p.m. , Dodger Stadium,Thursday,25,August, 2016
843,"19,072",Seattle Mariners,1,8,6, 3:06,"Night Game, on grass",Chicago White Sox,1,11,7, 7:10 p.m. , U.S. Cellular Field,Thursday,25,August, 2016
844,"18,698",Atlanta Braves,1,8,3, 2:55,"Night Game, on grass",Arizona Diamondbacks,1,2,1, 6:40 p.m. , Chase Field,Thursday,25,August, 2016
845,"39,100",Baltimore Orioles,0,12,10, 3:28,"Night Game, on grass",Washington Nationals,2,15,8, 7:06 p.m. , Nationals Park,Wednesday,24,August, 2016
846,"44,404",Los Angeles Angels of Anaheim,0,17,8, 3:21,"Night Game, on turf",Toronto Blue Jays,0,9,2, 7:07 p.m. , Rogers Centre,Wednesday,24,August, 2016
847,"11,896",Boston Red Sox,1,9,3, 3:41,"Night Game, on turf",Tampa Bay Rays,0,12,4, 7:10 p.m. , Tropicana Field,Wednesday,24,August, 2016
848,"40,053",New York Mets,0,4,1, 2:55,"Night Game, on grass",St. Louis Cardinals,1,19,8, 7:15 p.m. , Busch Stadium III,Wednesday,24,August, 2016
849,"41,536",New York Yankees,0,9,5, 3:18,"Day Game, on grass",Seattle Mariners,0,8,0, 12:40 p.m. , Safeco Field,Wednesday,24,August, 2016
850,"30,033",Chicago Cubs,1,10,6, 2:55,"Day Game, on grass",San Diego Padres,1,6,3, 12:42 p.m. , Petco Park,Wednesday,24,August, 2016
851,"23,717",Houston Astros,0,7,5, 2:56,"Day Game, on grass",Pittsburgh Pirates,1,11,4, 12:38 p.m. , PNC Park,Wednesday,24,August, 2016
852,"12,795",Cleveland Indians,1,9,1, 2:37,"Day Game, on grass",Oakland Athletics,0,10,5, 12:37 p.m. , Oakland-Alameda County Coliseum,Wednesday,24,August, 2016
853,"24,309",Detroit Tigers,1,14,9, 3:04,"Night Game, on grass",Minnesota Twins,1,8,4, 7:10 p.m. , Target Field,Wednesday,24,August, 2016
854,"26,702",Colorado Rockies,0,6,1, 3:01,"Day Game, on grass",Milwaukee Brewers,1,10,7, 1:10 p.m. , Miller Park,Wednesday,24,August, 2016
855,"17,894",Kansas City Royals,0,8,0, 2:35,"Night Game, on grass",Miami Marlins,1,7,3, 7:10 p.m. , Marlins Park,Wednesday,24,August, 2016
