,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,weekend,day,month,year
1409,"29,844",Seattle Mariners,0,5,1, 2:26,"Day Game, on grass",Houston Astros,0,8,2, 1:12 p.m. , Minute Maid Park,Monday,4,July, 2016
1410,"34,163",Detroit Tigers,0,9,3, 3:20,"Night Game, on grass",Cleveland Indians,0,8,5, 9:31 p.m. , Progressive Field,Monday,4,July, 2016
1411,"41,293",Cincinnati Reds,2,9,4, 3:01,"Day Game, on grass",Chicago Cubs,1,12,10, 1:22 p.m. , Wrigley Field,Monday,4,July, 2016
1412,"30,955",New York Yankees,3,8,2, 3:06,"Day Game, on grass",Chicago White Sox,4,13,8, 1:11 p.m. , U.S. Cellular Field,Monday,4,July, 2016
1413,"36,253",Texas Rangers,0,16,5, 3:40,"Day Game, on grass",Boston Red Sox,2,21,12, 1:37 p.m. , Fenway Park,Monday,4,July, 2016
1414,"39,203",San Diego Padres,1,9,8, 3:25,"Night Game, on grass",Arizona Diamondbacks,0,11,4, 6:10 p.m. , Chase Field,Monday,4,July, 2016
1415,"37,328",Cincinnati Reds,0,3,1, 3:08,"Day Game, on grass",Washington Nationals,0,15,12, 1:36 p.m. , Nationals Park,Sunday,3,July, 2016
1416,"45,962",Cleveland Indians,2,5,1, 3:10,"Day Game, on turf",Toronto Blue Jays,0,18,17, 1:08 p.m. , Rogers Centre,Sunday,3,July, 2016
1417,"13,126",Detroit Tigers,0,8,5, 3:11,"Day Game, on turf",Tampa Bay Rays,0,6,1, 1:10 p.m. , Tropicana Field,Sunday,3,July, 2016
1418,"41,148",Milwaukee Brewers,1,16,8, 3:48,"Day Game, on grass",St. Louis Cardinals,0,11,9, 2:35 p.m. , Busch Stadium III,Sunday,3,July, 2016
1419,"31,405",Baltimore Orioles,1,12,4, 2:53,"Day Game, on grass",Seattle Mariners,1,10,9, 1:10 p.m. , Safeco Field,Sunday,3,July, 2016
1420,"42,131",New York Yankees,0,10,6, 3:12,"Day Game, on grass",San Diego Padres,1,8,3, 1:41 p.m. , Petco Park,Sunday,3,July, 2016
1421,"20,473",Kansas City Royals,0,7,2, 2:42,"Day Game, on grass",Philadelphia Phillies,0,11,7, 1:39 p.m. , Citizens Bank Park,Sunday,3,July, 2016
1422,"21,831",Pittsburgh Pirates,0,11,6, 3:35,"Day Game, on grass",Oakland Athletics,0,10,3, 1:07 p.m. , Oakland-Alameda County Coliseum,Sunday,3,July, 2016
1423,"36,137",Chicago Cubs,0,11,3, 3:17,"Day Game, on grass",New York Mets,1,22,14, 1:12 p.m. , Citi Field,Sunday,3,July, 2016
1424,"26,942",Texas Rangers,1,8,4, 3:04,"Day Game, on grass",Minnesota Twins,1,11,5, 1:12 p.m. , Target Field,Sunday,3,July, 2016
1425,"41,836",Colorado Rockies,0,4,1, 2:52,"Day Game, on grass",Los Angeles Dodgers,0,7,4, 1:10 p.m. , Dodger Stadium,Sunday,3,July, 2016
1426,"30,379",Chicago White Sox,0,9,4, 2:58,"Day Game, on grass",Houston Astros,0,3,1, 1:10 p.m. , Minute Maid Park,Sunday,3,July, 2016
1427,"36,801",Los Angeles Angels of Anaheim,1,10,5, 3:52,"Day Game, on grass",Boston Red Sox,0,16,10, 1:35 p.m. , Fenway Park,Sunday,3,July, 2016
1428,"12,582",Miami Marlins,1,13,5, 2:59,"Night Game, on grass",Atlanta Braves,0,5,2, 8:10 p.m. , Fort Bragg Park,Sunday,3,July, 2016
1429,"26,171",San Francisco Giants,1,9,5, 3:47,"Day Game, on grass",Arizona Diamondbacks,0,9,4, 1:12 p.m. , Chase Field,Sunday,3,July, 2016
1430,"35,195",Cincinnati Reds,1,14,9, 3:35,"Night Game, on grass",Washington Nationals,2,3,4, 7:17 p.m. , Nationals Park,Saturday,2,July, 2016
1431,"46,197",Cleveland Indians,1,10,6, 3:19,"Day Game, on turf",Toronto Blue Jays,0,12,9, 1:09 p.m. , Rogers Centre,Saturday,2,July, 2016
1432,"17,861",Detroit Tigers,1,5,3, 2:53,"Day Game, on turf",Tampa Bay Rays,1,5,2, 4:10 p.m. , Tropicana Field,Saturday,2,July, 2016
1433,"40,573",Milwaukee Brewers,0,7,0, 2:40,"Day Game, on grass",St. Louis Cardinals,0,8,3, 2:47 p.m. , Busch Stadium III,Saturday,2,July, 2016
1434,"29,362",Baltimore Orioles,0,12,6, 3:15,"Night Game, on grass",Seattle Mariners,1,16,12, 7:10 p.m. , Safeco Field,Saturday,2,July, 2016
1435,"42,315",New York Yankees,0,6,1, 2:43,"Night Game, on grass",San Diego Padres,0,7,2, 7:11 p.m. , Petco Park,Saturday,2,July, 2016
1436,"40,331",Kansas City Royals,0,10,6, 2:47,"Night Game, on grass",Philadelphia Phillies,1,7,2, 5:54 p.m. , Citizens Bank Park,Saturday,2,July, 2016
1437,"28,846",Pittsburgh Pirates,0,9,4, 3:19,"Night Game, on grass",Oakland Athletics,0,11,2, 7:07 p.m. , Oakland-Alameda County Coliseum,Saturday,2,July, 2016
1438,"41,151",Chicago Cubs,0,6,3, 3:06,"Night Game, on grass",New York Mets,1,8,4, 7:16 p.m. , Citi Field,Saturday,2,July, 2016
1439,"21,466",Texas Rangers,1,10,5, 3:06,"Day Game, on grass",Minnesota Twins,0,13,17, 1:10 p.m. , Target Field,Saturday,2,July, 2016
1440,"35,116",Chicago White Sox,1,13,7, 3:09,"Day Game, on grass",Houston Astros,0,7,6, 3:10 p.m. , Minute Maid Park,Saturday,2,July, 2016
1441,"36,552",Los Angeles Angels of Anaheim,1,22,21, 3:38,"Night Game, on grass",Boston Red Sox,4,8,2, 7:16 p.m. , Fenway Park,Saturday,2,July, 2016
1442,"23,448",Miami Marlins,1,7,1, 2:28,"Day Game, on grass",Atlanta Braves,0,9,9, 4:10 p.m. , Turner Field,Saturday,2,July, 2016
1443,"30,683",San Francisco Giants,0,7,5, 2:55,"Night Game, on grass",Arizona Diamondbacks,1,9,6, 7:10 p.m. , Chase Field,Saturday,2,July, 2016
1444,"27,631",Cincinnati Reds,0,11,2, 4:30,"Night Game, on grass",Washington Nationals,0,10,3, 6:40 p.m. , Nationals Park,Friday,1,July, 2016
1445,"45,825",Cleveland Indians,0,15,2, 6:13,"Day Game, on turf",Toronto Blue Jays,2,11,1, 1:20 p.m. , Rogers Centre,Friday,1,July, 2016
1446,"13,537",Detroit Tigers,0,14,10, 3:06,"Night Game, on turf",Tampa Bay Rays,2,4,2, 7:11 p.m. , Tropicana Field,Friday,1,July, 2016
1447,"42,987",Milwaukee Brewers,2,4,1, 2:47,"Night Game, on grass",St. Louis Cardinals,2,11,7, 7:15 p.m. , Busch Stadium III,Friday,1,July, 2016
1448,"33,006",Baltimore Orioles,0,5,2, 2:35,"Night Game, on grass",Seattle Mariners,1,10,5, 7:10 p.m. , Safeco Field,Friday,1,July, 2016
1449,"41,321",New York Yankees,1,7,6, 3:12,"Night Game, on grass",San Diego Padres,1,8,7, 7:42 p.m. , Petco Park,Friday,1,July, 2016
1450,"30,263",Kansas City Royals,2,8,3, 3:06,"Night Game, on grass",Philadelphia Phillies,0,12,4, 7:09 p.m. , Citizens Bank Park,Friday,1,July, 2016
1451,"15,710",Pittsburgh Pirates,1,8,7, 2:45,"Night Game, on grass",Oakland Athletics,0,4,3, 7:07 p.m. , Oakland-Alameda County Coliseum,Friday,1,July, 2016
1452,"34,294",Chicago Cubs,0,6,2, 2:56,"Night Game, on grass",New York Mets,0,12,10, 7:21 p.m. , Citi Field,Friday,1,July, 2016
1453,"25,530",Texas Rangers,0,8,3, 3:04,"Night Game, on grass",Minnesota Twins,0,7,2, 7:10 p.m. , Target Field,Friday,1,July, 2016
1454,"43,644",Colorado Rockies,0,3,0, 2:53,"Night Game, on grass",Los Angeles Dodgers,0,9,5, 7:11 p.m. , Dodger Stadium,Friday,1,July, 2016
1455,"31,965",Chicago White Sox,1,5,0, 2:58,"Night Game, on grass",Houston Astros,0,6,5, 7:11 p.m. , Minute Maid Park,Friday,1,July, 2016
1456,"37,117",Los Angeles Angels of Anaheim,0,12,4, 3:36,"Night Game, on grass",Boston Red Sox,0,16,5, 7:09 p.m. , Fenway Park,Friday,1,July, 2016
1457,"32,036",Miami Marlins,1,17,7, 4:05,"Night Game, on grass",Atlanta Braves,0,11,5, 7:38 p.m. , Turner Field,Friday,1,July, 2016
1458,"24,859",San Francisco Giants,1,10,6, 2:52,"Night Game, on grass",Arizona Diamondbacks,0,9,4, 6:40 p.m. , Chase Field,Friday,1,July, 2016
1459,"29,386",Cincinnati Reds,0,9,4, 3:07,"Night Game, on grass",Washington Nationals,0,11,13, 7:06 p.m. , Nationals Park,Thursday,30,June, 2016
1460,"41,365",Cleveland Indians,0,10,4, 2:33,"Night Game, on turf",Toronto Blue Jays,0,3,1, 7:08 p.m. , Rogers Centre,Thursday,30,June, 2016
1461,"10,729",Detroit Tigers,1,11,10, 3:25,"Night Game, on turf",Tampa Bay Rays,0,14,7, 7:10 p.m. , Tropicana Field,Thursday,30,June, 2016
1462,"44,802",Kansas City Royals,0,7,4, 2:50,"Night Game, on grass",St. Louis Cardinals,3,3,2, 6:15 p.m. , Busch Stadium III,Thursday,30,June, 2016
1463,"23,715",Baltimore Orioles,1,8,3, 3:06,"Night Game, on grass",Seattle Mariners,0,9,5, 7:10 p.m. , Safeco Field,Thursday,30,June, 2016
1464,"36,067",San Francisco Giants,1,14,12, 3:43,"Night Game, on grass",Oakland Athletics,0,10,6, 7:07 p.m. , Oakland-Alameda County Coliseum,Thursday,30,June, 2016
1465,"40,122",Chicago Cubs,1,9,3, 3:22,"Night Game, on grass",New York Mets,0,6,4, 7:10 p.m. , Citi Field,Thursday,30,June, 2016
1466,"39,934",Texas Rangers,0,4,1, 3:12,"Day Game, on grass",New York Yankees,0,5,2, 1:10 p.m. , Yankee Stadium III,Thursday,30,June, 2016
1467,"33,029",Los Angeles Dodgers,2,14,8, 3:19,"Day Game, on grass",Milwaukee Brewers,0,4,1, 1:11 p.m. , Miller Park,Thursday,30,June, 2016
1468,"26,158",Minnesota Twins,1,8,5, 3:03,"Day Game, on grass",Chicago White Sox,0,12,6, 1:10 p.m. , U.S. Cellular Field,Thursday,30,June, 2016
1469,"16,097",Miami Marlins,1,7,5, 3:33,"Night Game, on grass",Atlanta Braves,1,14,8, 7:10 p.m. , Turner Field,Thursday,30,June, 2016
1470,"33,386",New York Mets,1,6,2, 3:01,"Night Game, on grass",Washington Nationals,0,5,4, 7:10 p.m. , Nationals Park,Wednesday,29,June, 2016
1471,"24,110",Boston Red Sox,0,5,0, 2:49,"Day Game, on turf",Tampa Bay Rays,1,9,4, 12:10 p.m. , Tropicana Field,Wednesday,29,June, 2016
1472,"36,683",Houston Astros,1,12,10, 3:18,"Day Game, on grass",Los Angeles Angels of Anaheim,2,11,4, 12:38 p.m. , Angel Stadium of Anaheim,Wednesday,29,June, 2016
1473,"29,918",New York Mets,0,5,0, 2:47,"Night Game, on grass",Washington Nationals,0,7,5, 8:00 p.m. , Nationals Park,Tuesday,28,June, 2016
1474,"16,986",Boston Red Sox,0,11,8, 3:11,"Night Game, on turf",Tampa Bay Rays,0,6,2, 7:10 p.m. , Tropicana Field,Tuesday,28,June, 2016
1475,"41,730",Oakland Athletics,0,12,13, 3:53,"Night Game, on grass",San Francisco Giants,1,18,11, 7:16 p.m. , AT&T Park,Tuesday,28,June, 2016
1476,"24,836",Pittsburgh Pirates,1,7,2, 2:53,"Night Game, on grass",Seattle Mariners,1,12,5, 7:10 p.m. , Safeco Field,Tuesday,28,June, 2016
1477,"31,515",Baltimore Orioles,1,17,11, 3:08,"Night Game, on grass",San Diego Padres,1,8,7, 7:10 p.m. , Petco Park,Tuesday,28,June, 2016
1478,"32,373",Texas Rangers,0,11,7, 2:37,"Night Game, on grass",New York Yankees,0,8,1, 7:08 p.m. , Yankee Stadium III,Tuesday,28,June, 2016
1479,"33,819",Los Angeles Dodgers,1,12,6, 3:25,"Night Game, on grass",Milwaukee Brewers,2,4,5, 7:11 p.m. , Miller Park,Tuesday,28,June, 2016
1480,"32,909",St. Louis Cardinals,1,9,8, 2:50,"Night Game, on grass",Kansas City Royals,1,11,4, 7:14 p.m. , Kauffman Stadium,Tuesday,28,June, 2016
1481,"30,808",Miami Marlins,0,16,5, 3:00,"Night Game, on grass",Detroit Tigers,3,9,7, 7:10 p.m. , Comerica Park,Tuesday,28,June, 2016
1482,"33,917",Toronto Blue Jays,1,18,14, 3:51,"Night Game, on grass",Colorado Rockies,4,14,9, 9:21 p.m. , Coors Field,Tuesday,28,June, 2016
1483,"35,999",Chicago Cubs,1,9,7, 4:43,"Night Game, on grass",Cincinnati Reds,1,8,2, 7:10 p.m. , Great American Ball Park,Tuesday,28,June, 2016
1484,"22,072",Minnesota Twins,1,7,4, 2:51,"Night Game, on grass",Chicago White Sox,0,6,0, 7:10 p.m. , U.S. Cellular Field,Tuesday,28,June, 2016
1485,"19,206",Cleveland Indians,0,9,5, 2:40,"Night Game, on grass",Atlanta Braves,1,5,3, 7:10 p.m. , Turner Field,Tuesday,28,June, 2016
1486,"19,645",Philadelphia Phillies,0,11,4, 3:34,"Night Game, on grass",Arizona Diamondbacks,0,10,3, 6:40 p.m. , Chase Field,Tuesday,28,June, 2016
1487,"38,781",Houston Astros,1,12,7, 3:07,"Night Game, on grass",Los Angeles Angels of Anaheim,1,8,1, 7:08 p.m. , Angel Stadium of Anaheim,Tuesday,28,June, 2016
1488,"33,109",New York Mets,0,14,4, 3:33,"Night Game, on grass",Washington Nationals,0,17,11, 7:06 p.m. , Nationals Park,Monday,27,June, 2016
1489,"18,024",Boston Red Sox,2,12,7, 3:29,"Night Game, on turf",Tampa Bay Rays,0,18,13, 7:10 p.m. , Tropicana Field,Monday,27,June, 2016
1490,"41,442",Oakland Athletics,0,12,8, 2:43,"Night Game, on grass",San Francisco Giants,0,7,3, 7:16 p.m. , AT&T Park,Monday,27,June, 2016
1491,"26,925",Los Angeles Dodgers,0,7,5, 3:32,"Day Game, on grass",Pittsburgh Pirates,1,5,4, 12:38 p.m. , PNC Park,Monday,27,June, 2016
1492,"32,914",Texas Rangers,0,9,9, 3:43,"Night Game, on grass",New York Yankees,1,16,6, 7:26 p.m. , Yankee Stadium III,Monday,27,June, 2016
1493,"31,355",St. Louis Cardinals,1,6,2, 2:32,"Night Game, on grass",Kansas City Royals,0,12,6, 7:15 p.m. , Kauffman Stadium,Monday,27,June, 2016
1494,"36,419",Toronto Blue Jays,0,6,5, 2:48,"Night Game, on grass",Colorado Rockies,0,10,9, 6:42 p.m. , Coors Field,Monday,27,June, 2016
1495,"31,762",Chicago Cubs,1,17,11, 3:22,"Night Game, on grass",Cincinnati Reds,1,8,8, 7:10 p.m. , Great American Ball Park,Monday,27,June, 2016
1496,"15,538",Cleveland Indians,0,14,8, 3:15,"Night Game, on grass",Atlanta Braves,2,8,3, 7:10 p.m. , Turner Field,Monday,27,June, 2016
1497,"22,567",Philadelphia Phillies,1,16,8, 3:18,"Night Game, on grass",Arizona Diamondbacks,0,7,0, 6:40 p.m. , Chase Field,Monday,27,June, 2016
1498,"36,839",Houston Astros,0,11,4, 3:38,"Night Game, on grass",Los Angeles Angels of Anaheim,1,9,2, 7:09 p.m. , Angel Stadium of Anaheim,Monday,27,June, 2016
1499,"36,312",Boston Red Sox,1,8,2, 3:04,"Day Game, on grass",Texas Rangers,0,10,6, 2:09 p.m. , Globe Life Park in Arlington,Sunday,26,June, 2016
1500,"41,479",Philadelphia Phillies,1,12,7, 3:16,"Day Game, on grass",San Francisco Giants,0,16,8, 1:07 p.m. , AT&T Park,Sunday,26,June, 2016
1501,"35,955",St. Louis Cardinals,0,17,11, 3:25,"Day Game, on grass",Seattle Mariners,1,12,6, 1:10 p.m. , Safeco Field,Sunday,26,June, 2016
1502,"32,228",Los Angeles Dodgers,0,4,3, 2:40,"Night Game, on grass",Pittsburgh Pirates,0,9,4, 8:09 p.m. , PNC Park,Sunday,26,June, 2016
1503,"38,673",Minnesota Twins,0,8,7, 2:24,"Day Game, on grass",New York Yankees,0,2,1, 1:08 p.m. , Yankee Stadium III,Sunday,26,June, 2016
1504,"30,215",Washington Nationals,0,4,3, 3:14,"Day Game, on grass",Milwaukee Brewers,1,11,2, 1:10 p.m. , Miller Park,Sunday,26,June, 2016
1505,"27,318",Chicago Cubs,1,5,1, 3:07,"Day Game, on grass",Miami Marlins,0,9,6, 1:10 p.m. , Marlins Park,Sunday,26,June, 2016
1506,"36,450",Houston Astros,0,4,1, 2:33,"Day Game, on grass",Kansas City Royals,0,13,6, 1:17 p.m. , Kauffman Stadium,Sunday,26,June, 2016
1507,"36,502",Cleveland Indians,0,13,9, 2:48,"Day Game, on grass",Detroit Tigers,0,6,3, 1:10 p.m. , Comerica Park,Sunday,26,June, 2016
1508,"32,435",Arizona Diamondbacks,1,15,7, 3:35,"Day Game, on grass",Colorado Rockies,0,11,9, 2:11 p.m. , Coors Field,Sunday,26,June, 2016
1509,"40,805",San Diego Padres,0,5,0, 2:38,"Day Game, on grass",Cincinnati Reds,0,9,3, 1:13 p.m. , Great American Ball Park,Sunday,26,June, 2016
1510,"28,345",Toronto Blue Jays,1,5,2, 2:27,"Day Game, on grass",Chicago White Sox,0,8,5, 1:10 p.m. , U.S. Cellular Field,Sunday,26,June, 2016
1511,"38,611",Tampa Bay Rays,0,12,5, 3:03,"Day Game, on grass",Baltimore Orioles,0,17,12, 1:39 p.m. , Oriole Park at Camden Yards,Sunday,26,June, 2016
1512,"20,484",New York Mets,1,7,2, 2:39,"Day Game, on grass",Atlanta Braves,1,10,5, 1:36 p.m. , Turner Field,Sunday,26,June, 2016
1513,"36,715",Oakland Athletics,0,9,6, 3:33,"Day Game, on grass",Los Angeles Angels of Anaheim,0,13,7, 12:37 p.m. , Angel Stadium of Anaheim,Sunday,26,June, 2016
1514,"47,559",Boston Red Sox,2,7,3, 3:30,"Night Game, on grass",Texas Rangers,0,11,10, 8:22 p.m. , Globe Life Park in Arlington,Saturday,25,June, 2016
1515,"41,928",Philadelphia Phillies,1,6,3, 2:47,"Night Game, on grass",San Francisco Giants,1,6,2, 7:05 p.m. , AT&T Park,Saturday,25,June, 2016
1516,"40,431",St. Louis Cardinals,1,8,4, 2:53,"Night Game, on grass",Seattle Mariners,1,10,5, 7:10 p.m. , Safeco Field,Saturday,25,June, 2016
1517,"33,590",Los Angeles Dodgers,1,8,1, 2:47,"Night Game, on grass",Pittsburgh Pirates,1,5,6, 7:15 p.m. , PNC Park,Saturday,25,June, 2016
1518,"40,075",Minnesota Twins,2,3,1, 2:44,"Day Game, on grass",New York Yankees,0,10,2, 1:08 p.m. , Yankee Stadium III,Saturday,25,June, 2016
1519,"30,085",Washington Nationals,0,10,5, 3:05,"Day Game, on grass",Milwaukee Brewers,1,10,6, 3:10 p.m. , Miller Park,Saturday,25,June, 2016
1520,"29,457",Chicago Cubs,2,8,6, 3:09,"Day Game, on grass",Miami Marlins,0,10,9, 4:11 p.m. , Marlins Park,Saturday,25,June, 2016
1521,"38,880",Houston Astros,1,16,13, 3:40,"Night Game, on grass",Kansas City Royals,0,15,5, 6:16 p.m. , Kauffman Stadium,Saturday,25,June, 2016
1522,"39,028",Cleveland Indians,0,8,6, 2:43,"Day Game, on grass",Detroit Tigers,0,4,0, 4:10 p.m. , Comerica Park,Saturday,25,June, 2016
1523,"33,337",Arizona Diamondbacks,1,10,6, 3:35,"Day Game, on grass",Colorado Rockies,1,15,11, 2:10 p.m. , Coors Field,Saturday,25,June, 2016
1524,"40,871",San Diego Padres,0,5,3, 2:44,"Day Game, on grass",Cincinnati Reds,1,4,0, 4:16 p.m. , Great American Ball Park,Saturday,25,June, 2016
1525,"25,776",Toronto Blue Jays,1,13,10, 3:14,"Day Game, on grass",Chicago White Sox,1,12,8, 1:12 p.m. , U.S. Cellular Field,Saturday,25,June, 2016
1526,"18,229",Tampa Bay Rays,0,4,0, 2:46,"Day Game, on grass",Baltimore Orioles,1,11,5, 1:08 p.m. , Oriole Park at Camden Yards,Saturday,25,June, 2016
1527,"40,879",New York Mets,0,8,1, 3:19,"Night Game, on grass",Atlanta Braves,0,9,0, 7:16 p.m. , Turner Field,Saturday,25,June, 2016
1528,"40,643",Oakland Athletics,0,12,7, 3:24,"Night Game, on grass",Los Angeles Angels of Anaheim,0,13,3, 7:08 p.m. , Angel Stadium of Anaheim,Saturday,25,June, 2016
1529,"46,811",Boston Red Sox,0,9,8, 3:48,"Night Game, on grass",Texas Rangers,0,16,7, 7:09 p.m. , Globe Life Park in Arlington,Friday,24,June, 2016
1530,"42,238",Philadelphia Phillies,2,10,4, 3:21,"Night Game, on grass",San Francisco Giants,0,9,5, 7:16 p.m. , AT&T Park,Friday,24,June, 2016
1531,"35,746",St. Louis Cardinals,0,4,3, 2:52,"Night Game, on grass",Seattle Mariners,1,6,4, 7:10 p.m. , Safeco Field,Friday,24,June, 2016
1532,"28,226",Los Angeles Dodgers,0,13,6, 3:17,"Night Game, on grass",Pittsburgh Pirates,0,12,8, 7:07 p.m. , PNC Park,Friday,24,June, 2016
1533,"44,808",Minnesota Twins,3,7,3, 2:59,"Night Game, on grass",New York Yankees,0,8,5, 7:09 p.m. , Yankee Stadium III,Friday,24,June, 2016
1534,"32,668",Washington Nationals,0,9,3, 3:06,"Night Game, on grass",Milwaukee Brewers,1,5,5, 7:10 p.m. , Miller Park,Friday,24,June, 2016
1535,"24,385",Chicago Cubs,2,8,5, 3:24,"Night Game, on grass",Miami Marlins,0,2,4, 7:11 p.m. , Marlins Park,Friday,24,June, 2016
1536,"36,195",Houston Astros,1,14,13, 2:56,"Night Game, on grass",Kansas City Royals,3,10,4, 7:15 p.m. , Kauffman Stadium,Friday,24,June, 2016
1537,"37,886",Cleveland Indians,2,12,7, 3:01,"Night Game, on grass",Detroit Tigers,0,9,5, 7:10 p.m. , Comerica Park,Friday,24,June, 2016
1538,"35,216",Arizona Diamondbacks,4,16,10, 4:30,"Night Game, on grass",Colorado Rockies,1,14,9, 6:42 p.m. , Coors Field,Friday,24,June, 2016
1539,"40,713",San Diego Padres,1,15,13, 3:12,"Night Game, on grass",Cincinnati Reds,0,5,4, 7:10 p.m. , Great American Ball Park,Friday,24,June, 2016
1540,"27,196",Toronto Blue Jays,0,8,2, 3:22,"Night Game, on grass",Chicago White Sox,0,11,3, 7:11 p.m. , U.S. Cellular Field,Friday,24,June, 2016
1541,"44,956",Tampa Bay Rays,1,9,3, 3:07,"Night Game, on grass",Baltimore Orioles,0,8,6, 7:07 p.m. , Oriole Park at Camden Yards,Friday,24,June, 2016
1542,"25,565",New York Mets,0,8,8, 2:55,"Night Game, on grass",Atlanta Braves,0,11,6, 7:36 p.m. , Turner Field,Friday,24,June, 2016
1543,"41,356",Oakland Athletics,3,14,7, 3:17,"Night Game, on grass",Los Angeles Angels of Anaheim,1,11,4, 7:09 p.m. , Angel Stadium of Anaheim,Friday,24,June, 2016
1544,"29,986",San Francisco Giants,1,9,5, 3:04,"Day Game, on grass",Pittsburgh Pirates,0,5,3, 12:39 p.m. , PNC Park,Thursday,23,June, 2016
1545,"30,012",Philadelphia Phillies,1,15,7, 3:07,"Day Game, on grass",Minnesota Twins,0,8,3, 12:10 p.m. , Target Field,Thursday,23,June, 2016
1546,"25,291",Chicago Cubs,0,7,2, 2:43,"Night Game, on grass",Miami Marlins,1,7,4, 7:11 p.m. , Marlins Park,Thursday,23,June, 2016
1547,"35,767",Seattle Mariners,1,8,4, 3:24,"Day Game, on grass",Detroit Tigers,1,8,5, 1:10 p.m. , Comerica Park,Thursday,23,June, 2016
1548,"36,558",Arizona Diamondbacks,1,15,7, 3:42,"Night Game, on grass",Colorado Rockies,0,13,6, 6:40 p.m. , Coors Field,Thursday,23,June, 2016
1549,"20,443",San Diego Padres,2,8,7, 3:26,"Night Game, on grass",Cincinnati Reds,1,7,4, 7:12 p.m. , Great American Ball Park,Thursday,23,June, 2016
1550,"37,790",Chicago White Sox,2,15,7, 4:25,"Day Game, on grass",Boston Red Sox,1,12,8, 1:35 p.m. , Fenway Park,Thursday,23,June, 2016
1551,"22,324",New York Mets,0,7,3, 2:54,"Night Game, on grass",Atlanta Braves,0,12,4, 7:11 p.m. , Turner Field,Thursday,23,June, 2016
1552,"36,412",Oakland Athletics,0,10,5, 3:03,"Night Game, on grass",Los Angeles Angels of Anaheim,2,10,4, 7:09 p.m. , Angel Stadium of Anaheim,Thursday,23,June, 2016
1553,"46,967",Arizona Diamondbacks,0,8,2, 2:54,"Day Game, on turf",Toronto Blue Jays,1,5,5, 4:07 p.m. , Rogers Centre,Wednesday,22,June, 2016
1554,"32,407",Cincinnati Reds,1,8,4, 2:38,"Night Game, on grass",Texas Rangers,0,5,6, 7:09 p.m. , Globe Life Park in Arlington,Wednesday,22,June, 2016
1555,"33,747",San Francisco Giants,1,12,7, 3:28,"Night Game, on grass",Pittsburgh Pirates,0,10,6, 7:08 p.m. , PNC Park,Wednesday,22,June, 2016
1556,"13,586",Milwaukee Brewers,0,13,4, 2:53,"Day Game, on grass",Oakland Athletics,1,5,2, 12:37 p.m. , Oakland-Alameda County Coliseum,Wednesday,22,June, 2016
1557,"35,185",Kansas City Royals,0,9,3, 3:06,"Day Game, on grass",New York Mets,0,6,4, 1:12 p.m. , Citi Field,Wednesday,22,June, 2016
1558,"27,729",San Francisco Giants,1,22,15, 3:49,"Night Game, on grass",Pittsburgh Pirates,0,9,4, 7:07 p.m. , PNC Park,Tuesday,21,June, 2016
1559,"14,810",Milwaukee Brewers,1,10,3, 3:32,"Night Game, on grass",Oakland Athletics,1,13,5, 7:07 p.m. , Oakland-Alameda County Coliseum,Tuesday,21,June, 2016
1560,"40,122",Kansas City Royals,0,7,1, 2:56,"Night Game, on grass",New York Mets,1,6,2, 7:10 p.m. , Citi Field,Tuesday,21,June, 2016
1561,"34,760",Colorado Rockies,2,15,8, 3:31,"Night Game, on grass",New York Yankees,2,10,4, 7:07 p.m. , Yankee Stadium III,Tuesday,21,June, 2016
1562,"25,714",Philadelphia Phillies,1,14,10, 3:24,"Night Game, on grass",Minnesota Twins,1,14,14, 7:10 p.m. , Target Field,Tuesday,21,June, 2016
1563,"19,961",Atlanta Braves,0,5,3, 3:16,"Night Game, on grass",Miami Marlins,0,8,2, 7:13 p.m. , Marlins Park,Tuesday,21,June, 2016
1564,"42,307",Washington Nationals,0,11,2, 2:44,"Night Game, on grass",Los Angeles Dodgers,0,7,3, 7:10 p.m. , Dodger Stadium,Tuesday,21,June, 2016
1565,"25,004",Los Angeles Angels of Anaheim,0,5,2, 2:54,"Night Game, on grass",Houston Astros,0,5,3, 7:11 p.m. , Minute Maid Park,Tuesday,21,June, 2016
